,tp,condition,model_num,ae_mse,word,epochs,exp,model_type,optim,lr
2,0.75,part-word,0,0.22023809,tu-da-ro,4,1,onehot,adagrad,0.1
3,0.752808988764045,part-word,0,0.21867426,pi-go-la,4,1,onehot,adagrad,0.1
0,1.0,word,0,0.0824472,pa-bi-ku,4,1,onehot,adagrad,0.01
1,1.0,word,0,0.083053544,ti-bu-do,4,1,onehot,adagrad,0.01
2,0.75,part-word,0,0.07333437,tu-da-ro,4,1,onehot,adagrad,0.01
3,0.752808988764045,part-word,0,0.07280491,pi-go-la,4,1,onehot,adagrad,0.01
0,1.0,word,0,0.08056431,pa-bi-ku,4,1,onehot,adagrad,0.001
1,1.0,word,0,0.0806452,ti-bu-do,4,1,onehot,adagrad,0.001
2,0.75,part-word,0,0.072964035,tu-da-ro,4,1,onehot,adagrad,0.001
3,0.752808988764045,part-word,0,0.072457656,pi-go-la,4,1,onehot,adagrad,0.001
0,1.0,word,0,0.082157925,pa-bi-ku,4,1,onehot,adagrad,0.0001
1,1.0,word,0,0.08125748,ti-bu-do,4,1,onehot,adagrad,0.0001
2,0.75,part-word,0,0.07886053,tu-da-ro,4,1,onehot,adagrad,0.0001
3,0.752808988764045,part-word,0,0.080316395,pi-go-la,4,1,onehot,adagrad,0.0001
0,1.0,word,0,0.083085984,pa-bi-ku,4,1,onehot,adagrad,1e-05
1,1.0,word,0,0.0819108,ti-bu-do,4,1,onehot,adagrad,1e-05
2,0.75,part-word,0,0.0801066,tu-da-ro,4,1,onehot,adagrad,1e-05
3,0.752808988764045,part-word,0,0.08191061,pi-go-la,4,1,onehot,adagrad,1e-05
0,1.0,word,0,11236028000000.0,pa-bi-ku,4,1,onehot,RMSprop,0.1
1,1.0,word,0,11236028000000.0,ti-bu-do,4,1,onehot,RMSprop,0.1
2,0.75,part-word,0,11236028000000.0,tu-da-ro,4,1,onehot,RMSprop,0.1
3,0.752808988764045,part-word,0,11236028000000.0,pi-go-la,4,1,onehot,RMSprop,0.1
0,1.0,word,0,23.768059,pa-bi-ku,4,1,onehot,RMSprop,0.01
1,1.0,word,0,23.928299,ti-bu-do,4,1,onehot,RMSprop,0.01
2,0.75,part-word,0,23.826351,tu-da-ro,4,1,onehot,RMSprop,0.01
3,0.752808988764045,part-word,0,23.633856,pi-go-la,4,1,onehot,RMSprop,0.01
0,1.0,word,0,0.082359456,pa-bi-ku,4,1,onehot,RMSprop,0.001
1,1.0,word,0,0.082658246,ti-bu-do,4,1,onehot,RMSprop,0.001
2,0.75,part-word,0,0.07340261,tu-da-ro,4,1,onehot,RMSprop,0.001
3,0.752808988764045,part-word,0,0.07292271,pi-go-la,4,1,onehot,RMSprop,0.001
0,1.0,word,0,0.08057494,pa-bi-ku,4,1,onehot,RMSprop,0.0001
1,1.0,word,0,0.08065437,ti-bu-do,4,1,onehot,RMSprop,0.0001
2,0.75,part-word,0,0.072955236,tu-da-ro,4,1,onehot,RMSprop,0.0001
3,0.752808988764045,part-word,0,0.07245531,pi-go-la,4,1,onehot,RMSprop,0.0001
0,1.0,word,0,0.08215416,pa-bi-ku,4,1,onehot,RMSprop,1e-05
1,1.0,word,0,0.08125474,ti-bu-do,4,1,onehot,RMSprop,1e-05
2,0.75,part-word,0,0.07885581,tu-da-ro,4,1,onehot,RMSprop,1e-05
3,0.752808988764045,part-word,0,0.080312505,pi-go-la,4,1,onehot,RMSprop,1e-05
0,1.0,word,0,0.081301525,pa-bi-ku,8,1,onehot,sgd,0.1
1,1.0,word,0,0.080518864,ti-bu-do,8,1,onehot,sgd,0.1
2,0.75,part-word,0,0.07679078,tu-da-ro,8,1,onehot,sgd,0.1
3,0.752808988764045,part-word,0,0.07809724,pi-go-la,8,1,onehot,sgd,0.1
0,1.0,word,0,0.08293588,pa-bi-ku,8,1,onehot,sgd,0.01
1,1.0,word,0,0.08177773,ti-bu-do,8,1,onehot,sgd,0.01
2,0.75,part-word,0,0.0798151,tu-da-ro,8,1,onehot,sgd,0.01
3,0.752808988764045,part-word,0,0.08159725,pi-go-la,8,1,onehot,sgd,0.01
0,1.0,word,0,0.08317359,pa-bi-ku,8,1,onehot,sgd,0.001
1,1.0,word,0,0.08197333,ti-bu-do,8,1,onehot,sgd,0.001
2,0.75,part-word,0,0.08021348,tu-da-ro,8,1,onehot,sgd,0.001
3,0.752808988764045,part-word,0,0.082052216,pi-go-la,8,1,onehot,sgd,0.001
0,1.0,word,0,0.08319825,pa-bi-ku,8,1,onehot,sgd,0.0001
1,1.0,word,0,0.08199372,ti-bu-do,8,1,onehot,sgd,0.0001
2,0.75,part-word,0,0.080254436,tu-da-ro,8,1,onehot,sgd,0.0001
3,0.752808988764045,part-word,0,0.0820989,pi-go-la,8,1,onehot,sgd,0.0001
0,1.0,word,0,0.08320072,pa-bi-ku,8,1,onehot,sgd,1e-05
1,1.0,word,0,0.08199577,ti-bu-do,8,1,onehot,sgd,1e-05
2,0.75,part-word,0,0.08025854,tu-da-ro,8,1,onehot,sgd,1e-05
3,0.752808988764045,part-word,0,0.082103595,pi-go-la,8,1,onehot,sgd,1e-05
0,1.0,word,0,4.326846,pa-bi-ku,8,1,onehot,adam,0.1
1,1.0,word,0,4.332185,ti-bu-do,8,1,onehot,adam,0.1
2,0.75,part-word,0,4.3028126,tu-da-ro,8,1,onehot,adam,0.1
3,0.752808988764045,part-word,0,4.33652,pi-go-la,8,1,onehot,adam,0.1
0,1.0,word,0,0.08211467,pa-bi-ku,8,1,onehot,adam,0.01
1,1.0,word,0,0.08206861,ti-bu-do,8,1,onehot,adam,0.01
2,0.75,part-word,0,0.07333541,tu-da-ro,8,1,onehot,adam,0.01
3,0.752808988764045,part-word,0,0.07362384,pi-go-la,8,1,onehot,adam,0.01
0,1.0,word,0,0.084102824,pa-bi-ku,8,1,onehot,adam,0.001
1,1.0,word,0,0.0837152,ti-bu-do,8,1,onehot,adam,0.001
2,0.75,part-word,0,0.07246329,tu-da-ro,8,1,onehot,adam,0.001
3,0.752808988764045,part-word,0,0.07340191,pi-go-la,8,1,onehot,adam,0.001
0,1.0,word,0,0.08065285,pa-bi-ku,8,1,onehot,adam,0.0001
1,1.0,word,0,0.08036381,ti-bu-do,8,1,onehot,adam,0.0001
2,0.75,part-word,0,0.07678309,tu-da-ro,8,1,onehot,adam,0.0001
3,0.752808988764045,part-word,0,0.07756112,pi-go-la,8,1,onehot,adam,0.0001
0,1.0,word,0,0.0828847,pa-bi-ku,8,1,onehot,adam,1e-05
1,1.0,word,0,0.08176345,ti-bu-do,8,1,onehot,adam,1e-05
2,0.75,part-word,0,0.0798374,tu-da-ro,8,1,onehot,adam,1e-05
3,0.752808988764045,part-word,0,0.081571296,pi-go-la,8,1,onehot,adam,1e-05
0,1.0,word,0,0.08019309,pa-bi-ku,8,1,onehot,adagrad,0.1
1,1.0,word,0,0.08062609,ti-bu-do,8,1,onehot,adagrad,0.1
2,0.75,part-word,0,0.078153804,tu-da-ro,8,1,onehot,adagrad,0.1
3,0.752808988764045,part-word,0,0.075484045,pi-go-la,8,1,onehot,adagrad,0.1
0,1.0,word,0,0.08166309,pa-bi-ku,8,1,onehot,adagrad,0.01
1,1.0,word,0,0.08147224,ti-bu-do,8,1,onehot,adagrad,0.01
2,0.75,part-word,0,0.0725735,tu-da-ro,8,1,onehot,adagrad,0.01
3,0.752808988764045,part-word,0,0.07271707,pi-go-la,8,1,onehot,adagrad,0.01
0,1.0,word,0,0.08163498,pa-bi-ku,8,1,onehot,adagrad,0.001
1,1.0,word,0,0.08164511,ti-bu-do,8,1,onehot,adagrad,0.001
2,0.75,part-word,0,0.0725732,tu-da-ro,8,1,onehot,adagrad,0.001
3,0.752808988764045,part-word,0,0.07251036,pi-go-la,8,1,onehot,adagrad,0.001
0,1.0,word,0,0.08175072,pa-bi-ku,8,1,onehot,adagrad,0.0001
1,1.0,word,0,0.08100011,ti-bu-do,8,1,onehot,adagrad,0.0001
2,0.75,part-word,0,0.0783032,tu-da-ro,8,1,onehot,adagrad,0.0001
3,0.752808988764045,part-word,0,0.079596505,pi-go-la,8,1,onehot,adagrad,0.0001
0,1.0,word,0,0.08303437,pa-bi-ku,8,1,onehot,adagrad,1e-05
1,1.0,word,0,0.08187276,ti-bu-do,8,1,onehot,adagrad,1e-05
2,0.75,part-word,0,0.08003768,tu-da-ro,8,1,onehot,adagrad,1e-05
3,0.752808988764045,part-word,0,0.08182329,pi-go-la,8,1,onehot,adagrad,1e-05
0,1.0,word,0,597344000.0,pa-bi-ku,8,1,onehot,RMSprop,0.1
1,1.0,word,0,597344060.0,ti-bu-do,8,1,onehot,RMSprop,0.1
2,0.75,part-word,0,597344000.0,tu-da-ro,8,1,onehot,RMSprop,0.1
3,0.752808988764045,part-word,0,597344000.0,pi-go-la,8,1,onehot,RMSprop,0.1
0,1.0,word,0,0.10902567,pa-bi-ku,8,1,onehot,RMSprop,0.01
1,1.0,word,0,0.11813593,ti-bu-do,8,1,onehot,RMSprop,0.01
2,0.75,part-word,0,0.11268094,tu-da-ro,8,1,onehot,RMSprop,0.01
3,0.752808988764045,part-word,0,0.106199175,pi-go-la,8,1,onehot,RMSprop,0.01
0,1.0,word,0,0.0817177,pa-bi-ku,8,1,onehot,RMSprop,0.001
1,1.0,word,0,0.08160132,ti-bu-do,8,1,onehot,RMSprop,0.001
2,0.75,part-word,0,0.072598256,tu-da-ro,8,1,onehot,RMSprop,0.001
3,0.752808988764045,part-word,0,0.072708935,pi-go-la,8,1,onehot,RMSprop,0.001
0,1.0,word,0,0.081649736,pa-bi-ku,8,1,onehot,RMSprop,0.0001
1,1.0,word,0,0.081636146,ti-bu-do,8,1,onehot,RMSprop,0.0001
2,0.75,part-word,0,0.07258664,tu-da-ro,8,1,onehot,RMSprop,0.0001
3,0.752808988764045,part-word,0,0.07250166,pi-go-la,8,1,onehot,RMSprop,0.0001
0,1.0,word,0,0.081741005,pa-bi-ku,8,1,onehot,RMSprop,1e-05
1,1.0,word,0,0.08099343,ti-bu-do,8,1,onehot,RMSprop,1e-05
2,0.75,part-word,0,0.078290015,tu-da-ro,8,1,onehot,RMSprop,1e-05
3,0.752808988764045,part-word,0,0.07958165,pi-go-la,8,1,onehot,RMSprop,1e-05
0,1.0,word,0,0.08058269,pa-bi-ku,16,1,onehot,sgd,0.1
1,1.0,word,0,0.080093145,ti-bu-do,16,1,onehot,sgd,0.1
2,0.75,part-word,0,0.07505913,tu-da-ro,16,1,onehot,sgd,0.1
3,0.752808988764045,part-word,0,0.07601072,pi-go-la,16,1,onehot,sgd,0.1
0,1.0,word,0,0.08271733,pa-bi-ku,16,1,onehot,sgd,0.01
1,1.0,word,0,0.08159952,ti-bu-do,16,1,onehot,sgd,0.01
2,0.75,part-word,0,0.07944158,tu-da-ro,16,1,onehot,sgd,0.01
3,0.752808988764045,part-word,0,0.08116999,pi-go-la,16,1,onehot,sgd,0.01
0,1.0,word,0,0.08314939,pa-bi-ku,16,1,onehot,sgd,0.001
1,1.0,word,0,0.08195335,ti-bu-do,16,1,onehot,sgd,0.001
2,0.75,part-word,0,0.08017327,tu-da-ro,16,1,onehot,sgd,0.001
3,0.752808988764045,part-word,0,0.082006335,pi-go-la,16,1,onehot,sgd,0.001
0,1.0,word,0,0.083195806,pa-bi-ku,16,1,onehot,sgd,0.0001
1,1.0,word,0,0.081991695,ti-bu-do,16,1,onehot,sgd,0.0001
2,0.75,part-word,0,0.08025038,tu-da-ro,16,1,onehot,sgd,0.0001
3,0.752808988764045,part-word,0,0.08209428,pi-go-la,16,1,onehot,sgd,0.0001
0,1.0,word,0,0.08320049,pa-bi-ku,16,1,onehot,sgd,1e-05
1,1.0,word,0,0.08199557,ti-bu-do,16,1,onehot,sgd,1e-05
2,0.75,part-word,0,0.08025813,tu-da-ro,16,1,onehot,sgd,1e-05
3,0.752808988764045,part-word,0,0.08210315,pi-go-la,16,1,onehot,sgd,1e-05
0,1.0,word,0,144.07574,pa-bi-ku,16,1,onehot,adam,0.1
1,1.0,word,0,144.1619,ti-bu-do,16,1,onehot,adam,0.1
2,0.75,part-word,0,144.10378,tu-da-ro,16,1,onehot,adam,0.1
3,0.752808988764045,part-word,0,144.02542,pi-go-la,16,1,onehot,adam,0.1
0,1.0,word,0,0.08198856,pa-bi-ku,16,1,onehot,adam,0.01
1,1.0,word,0,0.08125133,ti-bu-do,16,1,onehot,adam,0.01
2,0.75,part-word,0,0.07265711,tu-da-ro,16,1,onehot,adam,0.01
3,0.752808988764045,part-word,0,0.072859876,pi-go-la,16,1,onehot,adam,0.01
0,1.0,word,0,0.079860814,pa-bi-ku,16,1,onehot,adam,0.001
1,1.0,word,0,0.079840705,ti-bu-do,16,1,onehot,adam,0.001
2,0.75,part-word,0,0.07235597,tu-da-ro,16,1,onehot,adam,0.001
3,0.752808988764045,part-word,0,0.073137,pi-go-la,16,1,onehot,adam,0.001
0,1.0,word,0,0.07963967,pa-bi-ku,16,1,onehot,adam,0.0001
1,1.0,word,0,0.079879716,ti-bu-do,16,1,onehot,adam,0.0001
2,0.75,part-word,0,0.07474658,tu-da-ro,16,1,onehot,adam,0.0001
3,0.752808988764045,part-word,0,0.0745791,pi-go-la,16,1,onehot,adam,0.0001
0,1.0,word,0,0.082619436,pa-bi-ku,16,1,onehot,adam,1e-05
1,1.0,word,0,0.0815741,ti-bu-do,16,1,onehot,adam,1e-05
2,0.75,part-word,0,0.079483464,tu-da-ro,16,1,onehot,adam,1e-05
3,0.752808988764045,part-word,0,0.08111753,pi-go-la,16,1,onehot,adam,1e-05
0,1.0,word,0,0.08172162,pa-bi-ku,16,1,onehot,adagrad,0.1
1,1.0,word,0,0.081858575,ti-bu-do,16,1,onehot,adagrad,0.1
2,0.75,part-word,0,0.07263441,tu-da-ro,16,1,onehot,adagrad,0.1
3,0.752808988764045,part-word,0,0.07253005,pi-go-la,16,1,onehot,adagrad,0.1
0,1.0,word,0,0.08175216,pa-bi-ku,16,1,onehot,adagrad,0.01
1,1.0,word,0,0.081273854,ti-bu-do,16,1,onehot,adagrad,0.01
2,0.75,part-word,0,0.07242439,tu-da-ro,16,1,onehot,adagrad,0.01
3,0.752808988764045,part-word,0,0.072768345,pi-go-la,16,1,onehot,adagrad,0.01
0,1.0,word,0,0.081753746,pa-bi-ku,16,1,onehot,adagrad,0.001
1,1.0,word,0,0.081765264,ti-bu-do,16,1,onehot,adagrad,0.001
2,0.75,part-word,0,0.07251689,tu-da-ro,16,1,onehot,adagrad,0.001
3,0.752808988764045,part-word,0,0.07261055,pi-go-la,16,1,onehot,adagrad,0.001
0,1.0,word,0,0.08121142,pa-bi-ku,16,1,onehot,adagrad,0.0001
1,1.0,word,0,0.080672525,ti-bu-do,16,1,onehot,adagrad,0.0001
2,0.75,part-word,0,0.077522285,tu-da-ro,16,1,onehot,adagrad,0.0001
3,0.752808988764045,part-word,0,0.07857466,pi-go-la,16,1,onehot,adagrad,0.0001
0,1.0,word,0,0.08295673,pa-bi-ku,16,1,onehot,adagrad,1e-05
1,1.0,word,0,0.08181784,ti-bu-do,16,1,onehot,adagrad,1e-05
2,0.75,part-word,0,0.07993482,tu-da-ro,16,1,onehot,adagrad,1e-05
3,0.752808988764045,part-word,0,0.08169564,pi-go-la,16,1,onehot,adagrad,1e-05
0,1.0,word,0,1062631.2,pa-bi-ku,16,1,onehot,RMSprop,0.1
1,1.0,word,0,1062638.0,ti-bu-do,16,1,onehot,RMSprop,0.1
2,0.75,part-word,0,1062618.4,tu-da-ro,16,1,onehot,RMSprop,0.1
3,0.752808988764045,part-word,0,1062614.1,pi-go-la,16,1,onehot,RMSprop,0.1
0,1.0,word,0,0.080985785,pa-bi-ku,16,1,onehot,RMSprop,0.01
1,1.0,word,0,0.08198938,ti-bu-do,16,1,onehot,RMSprop,0.01
2,0.75,part-word,0,0.0728239,tu-da-ro,16,1,onehot,RMSprop,0.01
3,0.752808988764045,part-word,0,0.07256295,pi-go-la,16,1,onehot,RMSprop,0.01
0,1.0,word,0,0.08176113,pa-bi-ku,16,1,onehot,RMSprop,0.001
1,1.0,word,0,0.08170502,ti-bu-do,16,1,onehot,RMSprop,0.001
2,0.75,part-word,0,0.07251727,tu-da-ro,16,1,onehot,RMSprop,0.001
3,0.752808988764045,part-word,0,0.07262449,pi-go-la,16,1,onehot,RMSprop,0.001
0,1.0,word,0,0.081769705,pa-bi-ku,16,1,onehot,RMSprop,0.0001
1,1.0,word,0,0.0817672,ti-bu-do,16,1,onehot,RMSprop,0.0001
2,0.75,part-word,0,0.07250886,tu-da-ro,16,1,onehot,RMSprop,0.0001
3,0.752808988764045,part-word,0,0.07260837,pi-go-la,16,1,onehot,RMSprop,0.0001
0,1.0,word,0,0.08118728,pa-bi-ku,16,1,onehot,RMSprop,1e-05
1,1.0,word,0,0.08065668,ti-bu-do,16,1,onehot,RMSprop,1e-05
2,0.75,part-word,0,0.07748461,tu-da-ro,16,1,onehot,RMSprop,1e-05
3,0.752808988764045,part-word,0,0.07853105,pi-go-la,16,1,onehot,RMSprop,1e-05
0,1.0,word,0,0.08039095,pa-bi-ku,32,1,onehot,sgd,0.1
1,1.0,word,0,0.080225796,ti-bu-do,32,1,onehot,sgd,0.1
2,0.75,part-word,0,0.073419355,tu-da-ro,32,1,onehot,sgd,0.1
3,0.752808988764045,part-word,0,0.073935136,pi-go-la,32,1,onehot,sgd,0.1
0,1.0,word,0,0.08232389,pa-bi-ku,32,1,onehot,sgd,0.01
1,1.0,word,0,0.08128682,ti-bu-do,32,1,onehot,sgd,0.01
2,0.75,part-word,0,0.07875155,tu-da-ro,32,1,onehot,sgd,0.01
3,0.752808988764045,part-word,0,0.08037981,pi-go-la,32,1,onehot,sgd,0.01
0,1.0,word,0,0.083101496,pa-bi-ku,32,1,onehot,sgd,0.001
1,1.0,word,0,0.081913844,ti-bu-do,32,1,onehot,sgd,0.001
2,0.75,part-word,0,0.08009344,tu-da-ro,32,1,onehot,sgd,0.001
3,0.752808988764045,part-word,0,0.08191525,pi-go-la,32,1,onehot,sgd,0.001
0,1.0,word,0,0.083190925,pa-bi-ku,32,1,onehot,sgd,0.0001
1,1.0,word,0,0.081987664,ti-bu-do,32,1,onehot,sgd,0.0001
2,0.75,part-word,0,0.08024227,tu-da-ro,32,1,onehot,sgd,0.0001
3,0.752808988764045,part-word,0,0.08208506,pi-go-la,32,1,onehot,sgd,0.0001
0,1.0,word,0,0.0832,pa-bi-ku,32,1,onehot,sgd,1e-05
1,1.0,word,0,0.081995174,ti-bu-do,32,1,onehot,sgd,1e-05
2,0.75,part-word,0,0.08025734,tu-da-ro,32,1,onehot,sgd,1e-05
3,0.752808988764045,part-word,0,0.08210225,pi-go-la,32,1,onehot,sgd,1e-05
0,1.0,word,0,31.399235,pa-bi-ku,32,1,onehot,adam,0.1
1,1.0,word,0,31.444614,ti-bu-do,32,1,onehot,adam,0.1
2,0.75,part-word,0,31.420372,tu-da-ro,32,1,onehot,adam,0.1
3,0.752808988764045,part-word,0,31.3685,pi-go-la,32,1,onehot,adam,0.1
0,1.0,word,0,0.08157312,pa-bi-ku,32,1,onehot,adam,0.01
1,1.0,word,0,0.081724435,ti-bu-do,32,1,onehot,adam,0.01
2,0.75,part-word,0,0.07219386,tu-da-ro,32,1,onehot,adam,0.01
3,0.752808988764045,part-word,0,0.072463796,pi-go-la,32,1,onehot,adam,0.01
0,1.0,word,0,0.08130157,pa-bi-ku,32,1,onehot,adam,0.001
1,1.0,word,0,0.08111095,ti-bu-do,32,1,onehot,adam,0.001
2,0.75,part-word,0,0.07233767,tu-da-ro,32,1,onehot,adam,0.001
3,0.752808988764045,part-word,0,0.073583335,pi-go-la,32,1,onehot,adam,0.001
0,1.0,word,0,0.08076908,pa-bi-ku,32,1,onehot,adam,0.0001
1,1.0,word,0,0.081020795,ti-bu-do,32,1,onehot,adam,0.0001
2,0.75,part-word,0,0.072969064,tu-da-ro,32,1,onehot,adam,0.0001
3,0.752808988764045,part-word,0,0.07202822,pi-go-la,32,1,onehot,adam,0.0001
0,1.0,word,0,0.082124665,pa-bi-ku,32,1,onehot,adam,1e-05
1,1.0,word,0,0.08123657,ti-bu-do,32,1,onehot,adam,1e-05
2,0.75,part-word,0,0.07882352,tu-da-ro,32,1,onehot,adam,1e-05
3,0.752808988764045,part-word,0,0.08027071,pi-go-la,32,1,onehot,adam,1e-05
0,1.0,word,0,0.08286114,pa-bi-ku,32,1,onehot,adagrad,0.1
1,1.0,word,0,0.0826091,ti-bu-do,32,1,onehot,adagrad,0.1
2,0.75,part-word,0,0.07219991,tu-da-ro,32,1,onehot,adagrad,0.1
3,0.752808988764045,part-word,0,0.07177505,pi-go-la,32,1,onehot,adagrad,0.1
0,1.0,word,0,0.08099975,pa-bi-ku,32,1,onehot,adagrad,0.01
1,1.0,word,0,0.063871875,ti-bu-do,32,1,onehot,adagrad,0.01
2,0.75,part-word,0,0.05905875,tu-da-ro,32,1,onehot,adagrad,0.01
3,0.752808988764045,part-word,0,0.069355324,pi-go-la,32,1,onehot,adagrad,0.01
0,1.0,word,0,0.081750154,pa-bi-ku,32,1,onehot,adagrad,0.001
1,1.0,word,0,0.08175461,ti-bu-do,32,1,onehot,adagrad,0.001
2,0.75,part-word,0,0.07249433,tu-da-ro,32,1,onehot,adagrad,0.001
3,0.752808988764045,part-word,0,0.07258817,pi-go-la,32,1,onehot,adagrad,0.001
0,1.0,word,0,0.080580875,pa-bi-ku,32,1,onehot,adagrad,0.0001
1,1.0,word,0,0.08030139,ti-bu-do,32,1,onehot,adagrad,0.0001
2,0.75,part-word,0,0.07652201,tu-da-ro,32,1,onehot,adagrad,0.0001
3,0.752808988764045,part-word,0,0.07719262,pi-go-la,32,1,onehot,adagrad,0.0001
0,1.0,word,0,0.08284708,pa-bi-ku,32,1,onehot,adagrad,1e-05
1,1.0,word,0,0.08173953,ti-bu-do,32,1,onehot,adagrad,1e-05
2,0.75,part-word,0,0.079788074,tu-da-ro,32,1,onehot,adagrad,1e-05
3,0.752808988764045,part-word,0,0.0815105,pi-go-la,32,1,onehot,adagrad,1e-05
0,1.0,word,0,345.88715,pa-bi-ku,32,1,onehot,RMSprop,0.1
1,1.0,word,0,346.0671,ti-bu-do,32,1,onehot,RMSprop,0.1
2,0.75,part-word,0,342.87872,tu-da-ro,32,1,onehot,RMSprop,0.1
3,0.752808988764045,part-word,0,343.27792,pi-go-la,32,1,onehot,RMSprop,0.1
0,1.0,word,0,0.08176418,pa-bi-ku,32,1,onehot,RMSprop,0.01
1,1.0,word,0,0.081949554,ti-bu-do,32,1,onehot,RMSprop,0.01
2,0.75,part-word,0,0.072463326,tu-da-ro,32,1,onehot,RMSprop,0.01
3,0.752808988764045,part-word,0,0.07235044,pi-go-la,32,1,onehot,RMSprop,0.01
0,1.0,word,0,0.08158081,pa-bi-ku,32,1,onehot,RMSprop,0.001
1,1.0,word,0,0.07648032,ti-bu-do,32,1,onehot,RMSprop,0.001
2,0.75,part-word,0,0.07064755,tu-da-ro,32,1,onehot,RMSprop,0.001
3,0.752808988764045,part-word,0,0.070630744,pi-go-la,32,1,onehot,RMSprop,0.001
0,1.0,word,0,0.08177023,pa-bi-ku,32,1,onehot,RMSprop,0.0001
1,1.0,word,0,0.08176839,ti-bu-do,32,1,onehot,RMSprop,0.0001
2,0.75,part-word,0,0.0725075,tu-da-ro,32,1,onehot,RMSprop,0.0001
3,0.752808988764045,part-word,0,0.072606854,pi-go-la,32,1,onehot,RMSprop,0.0001
0,1.0,word,0,0.080530666,pa-bi-ku,32,1,onehot,RMSprop,1e-05
1,1.0,word,0,0.08026915,ti-bu-do,32,1,onehot,RMSprop,1e-05
2,0.75,part-word,0,0.07643385,tu-da-ro,32,1,onehot,RMSprop,1e-05
3,0.752808988764045,part-word,0,0.07706989,pi-go-la,32,1,onehot,RMSprop,1e-05
